22,prato_feito,26
3,esfirra,49
21,churrasco,21
19,prato_feito,34
26,açaí,50
7,pastel,30
25,churrasco,46
8,prato_feito,24
19,sushi,45
4,esfirra,9
7,esfirra,45
11,hambúrguer,42
16,pizza,15
2,churrasco,25
27,açaí,14
24,prato_feito,43
6,sushi,5
30,churrasco,24
23,hambúrguer,45
24,hambúrguer,37
3,pizza,15
15,churrasco,44
2,sushi,9
24,sushi,39
19,prato_feito,12
21,churrasco,6
19,hambúrguer,10
17,pizza,50
17,churrasco,21
12,pastel,25
6,açaí,11
15,pastel,37
17,prato_feito,22
28,sushi,11
19,pizza,39
20,churrasco,45
10,hambúrguer,7
24,pizza,34
15,açaí,38
8,esfirra,38
12,pastel,14
9,pizza,15
19,hambúrguer,17
30,pizza,28
26,esfirra,30
11,açaí,36
30,hambúrguer,41
11,sushi,9
17,churrasco,28
14,açaí,20
9,pizza,42
28,esfirra,26
10,churrasco,16
20,esfirra,31
17,prato_feito,32
8,pastel,27
5,sushi,41
25,pizza,43
13,esfirra,28
29,pastel,24
23,hambúrguer,22
4,açaí,13
5,açaí,9
9,pizza,29
22,sushi,23
3,hambúrguer,11
5,pizza,39
26,açaí,49
22,açaí,40
26,churrasco,6
23,sushi,29
23,churrasco,8
21,sushi,12
7,pastel,38
13,churrasco,9
22,pastel,35
25,churrasco,18
12,pastel,49
5,pastel,42
8,churrasco,16
12,pastel,13
19,esfirra,43
27,pizza,24
5,açaí,38
22,açaí,45
25,churrasco,30
16,sushi,45
6,prato_feito,50
1,sushi,18
7,esfirra,30
2,esfirra,40
27,prato_feito,40
21,pizza,40
17,prato_feito,23
24,prato_feito,42
7,açaí,15
14,hambúrguer,32
3,churrasco,47
16,açaí,17
17,esfirra,19
24,açaí,14
17,pastel,9
7,prato_feito,24
26,prato_feito,38
16,prato_feito,40
17,churrasco,46
5,hambúrguer,5
27,pizza,43
11,prato_feito,49
30,churrasco,21
17,pastel,31
11,hambúrguer,36
9,sushi,18
16,churrasco,13
3,pastel,15
8,pastel,15
24,pizza,39
2,açaí,31
6,esfirra,30
6,prato_feito,49
17,esfirra,35
6,hambúrguer,27
17,açaí,50
7,sushi,23
5,esfirra,11
8,churrasco,42
24,churrasco,36
16,pastel,5
25,açaí,36
3,pizza,46
4,prato_feito,33
29,pastel,21
29,esfirra,40
7,prato_feito,32
8,esfirra,47
19,churrasco,14
20,hambúrguer,37
17,churrasco,29
20,sushi,33
7,hambúrguer,12
27,açaí,50
11,pizza,17
22,açaí,27
24,hambúrguer,12
3,hambúrguer,37
28,açaí,6
23,pastel,29
28,churrasco,47
8,hambúrguer,6
20,hambúrguer,38
27,açaí,31
10,pizza,13
19,açaí,15
29,prato_feito,35
11,churrasco,35
9,pizza,27
12,pastel,5
20,esfirra,29
10,sushi,38
30,açaí,43
14,sushi,30
30,açaí,12
1,açaí,11
25,churrasco,26
16,pastel,50
19,hambúrguer,35
25,hambúrguer,47
18,sushi,48
12,sushi,45
4,esfirra,19
16,pizza,20
15,esfirra,47
6,churrasco,43
11,açaí,34
18,açaí,18
5,pizza,42
15,açaí,44
28,pastel,20
29,prato_feito,9
20,hambúrguer,45
29,açaí,45
9,prato_feito,40
19,pizza,42
5,pizza,50
30,pastel,17
8,hambúrguer,36
12,prato_feito,29
4,pizza,42
19,sushi,35
12,esfirra,32
5,hambúrguer,26
13,hambúrguer,41
22,sushi,30
27,hambúrguer,40
6,pastel,12
27,esfirra,26
6,pastel,8
23,pastel,37
11,pizza,26
15,hambúrguer,13
23,pizza,15
18,pastel,32
22,pastel,10
29,pastel,35
1,pizza,48
21,prato_feito,38
25,sushi,6
18,sushi,31
19,churrasco,25
1,esfirra,36
4,esfirra,14
2,churrasco,7
13,churrasco,16
19,pizza,49
5,pastel,38
2,pizza,26
25,pastel,35
16,hambúrguer,15
18,churrasco,31
24,sushi,41
16,esfirra,23
20,sushi,42
15,prato_feito,12
13,pizza,15
8,pizza,50
25,pastel,38
28,prato_feito,6
9,hambúrguer,16
6,pastel,34
24,churrasco,47
19,prato_feito,14
21,sushi,13
4,pizza,44
25,sushi,34
27,sushi,20
7,esfirra,23
15,prato_feito,16
12,açaí,13
27,esfirra,20
9,esfirra,19
20,esfirra,49
15,esfirra,42
14,açaí,19
4,pizza,49
29,esfirra,26
6,pizza,26
4,churrasco,5
12,hambúrguer,6
8,hambúrguer,17
9,prato_feito,12
9,prato_feito,25
25,hambúrguer,20
15,sushi,28
21,açaí,9
12,esfirra,25
13,esfirra,29
4,esfirra,27
18,hambúrguer,18
23,prato_feito,45
13,açaí,27
22,sushi,32
29,sushi,10
22,pastel,36
10,pizza,22
25,pastel,6
24,pastel,31
20,pizza,41
5,hambúrguer,41
8,pastel,30
17,churrasco,46
14,pastel,41
10,prato_feito,30
14,sushi,30
4,hambúrguer,10
27,pizza,14
25,esfirra,24
15,sushi,38
23,pastel,42
13,pastel,23
7,pastel,8
13,pastel,47
28,prato_feito,32
16,açaí,9
17,sushi,37
13,açaí,45
7,hambúrguer,48
6,prato_feito,33
10,pastel,9
7,churrasco,46
15,sushi,48
8,prato_feito,30
21,pizza,31
9,hambúrguer,7
6,sushi,33
11,prato_feito,31
13,esfirra,40
24,prato_feito,41
5,esfirra,38
12,prato_feito,14
5,sushi,16
7,hambúrguer,18
29,esfirra,27
24,churrasco,17
10,sushi,11
20,pizza,31
17,churrasco,8
11,churrasco,23
3,sushi,28
27,pastel,38
16,sushi,45
3,prato_feito,10
9,prato_feito,17
25,açaí,13
28,sushi,9
24,pastel,33
6,hambúrguer,9
7,hambúrguer,37
5,açaí,47
17,pastel,13
29,esfirra,6
16,sushi,9
30,esfirra,11
26,pizza,13
13,pastel,39
24,churrasco,7
13,churrasco,18
1,sushi,32
2,açaí,33
2,prato_feito,9
30,esfirra,21
13,esfirra,43
30,hambúrguer,32
6,pizza,12
17,prato_feito,38
29,pizza,36
19,churrasco,20
25,pizza,49
10,hambúrguer,31
24,prato_feito,20
10,esfirra,9
30,prato_feito,42
3,churrasco,42
21,pastel,45
30,hambúrguer,21
30,esfirra,25
14,açaí,49
30,hambúrguer,16
22,açaí,49
1,açaí,34
6,sushi,29
16,prato_feito,15
11,churrasco,39
15,pizza,9
4,hambúrguer,34
30,churrasco,25
1,açaí,43
7,pizza,9
30,sushi,6
17,sushi,45
12,açaí,39
20,açaí,11
20,pastel,40
2,hambúrguer,30
27,churrasco,26
22,hambúrguer,13
18,churrasco,12
26,pastel,6
21,prato_feito,19
25,prato_feito,19
7,sushi,15
29,churrasco,35
28,sushi,9
19,esfirra,21
18,hambúrguer,24
19,churrasco,13
4,pastel,15
18,pizza,5
1,esfirra,42
13,pastel,26
20,esfirra,12
4,esfirra,5
6,sushi,11
7,prato_feito,10
27,prato_feito,8
13,açaí,34
3,churrasco,13
23,sushi,29
14,prato_feito,49
16,prato_feito,23
25,hambúrguer,50
12,esfirra,25
24,esfirra,12
10,pizza,50
25,açaí,23
5,pizza,36
29,pastel,18
22,sushi,23
9,prato_feito,16
15,pastel,38
24,hambúrguer,9
8,sushi,41
20,pizza,49
14,esfirra,33
6,pizza,12
13,prato_feito,12
27,sushi,30
9,prato_feito,49
25,açaí,7
30,pastel,12
18,esfirra,31
2,pizza,39
9,hambúrguer,28
27,pizza,45
3,hambúrguer,17
14,prato_feito,45
9,pizza,11
27,hambúrguer,25
11,pastel,33
11,hambúrguer,13
6,pastel,50
18,hambúrguer,46
22,sushi,34
16,esfirra,42
17,pastel,40
13,prato_feito,29
25,pastel,18
19,esfirra,9
16,sushi,38
12,sushi,8
1,açaí,34
19,esfirra,24
23,hambúrguer,32
21,esfirra,45
14,açaí,49
13,sushi,26
8,churrasco,25
11,churrasco,12
15,sushi,37
21,sushi,19
8,açaí,49
12,hambúrguer,9
2,pastel,37
12,prato_feito,8
4,hambúrguer,25
2,açaí,44
17,pizza,47
17,pastel,34
29,sushi,40
6,prato_feito,24
5,açaí,29
22,açaí,39
14,hambúrguer,28
7,esfirra,20
25,açaí,12
24,hambúrguer,45
11,pastel,17
16,açaí,25
29,prato_feito,26
11,sushi,8
29,pastel,40
4,pastel,39
14,açaí,40
21,esfirra,46
28,churrasco,43
21,pizza,11
26,sushi,24
23,açaí,21
4,açaí,8
9,pizza,5
12,hambúrguer,48
17,churrasco,21
14,pastel,24
8,sushi,47
21,hambúrguer,35
9,hambúrguer,48
8,churrasco,45
15,pastel,50
26,pastel,27
18,prato_feito,10
1,pizza,34
4,açaí,42
26,hambúrguer,49
14,hambúrguer,20
28,prato_feito,33
24,prato_feito,23
21,pastel,42
7,hambúrguer,45
3,pastel,17
18,pastel,45
22,churrasco,40
22,hambúrguer,31
6,prato_feito,12
11,churrasco,47
22,hambúrguer,14
17,pizza,26
3,sushi,14
5,esfirra,21
24,esfirra,6
9,esfirra,24
5,esfirra,20
24,pastel,44
13,sushi,40
6,açaí,42
21,pizza,48
23,pastel,8
18,sushi,37
5,açaí,46
6,churrasco,29
27,pastel,5
21,açaí,32
25,açaí,16
28,açaí,37
2,hambúrguer,5
30,sushi,7
6,açaí,50
10,esfirra,22
29,churrasco,25
14,sushi,34
23,pastel,6
28,prato_feito,22
3,sushi,41
30,sushi,43
18,hambúrguer,42
22,açaí,26
20,açaí,15
30,sushi,9
18,prato_feito,20
18,sushi,6
24,açaí,25
13,prato_feito,8
10,sushi,22
11,esfirra,25
4,açaí,6
5,pastel,48
23,hambúrguer,13
19,churrasco,21
17,açaí,50
16,churrasco,46
9,pizza,43
3,açaí,47
4,sushi,17
25,sushi,50
2,hambúrguer,20
16,prato_feito,13
19,pastel,12
1,sushi,32
28,prato_feito,39
4,sushi,24
14,esfirra,15
5,prato_feito,41
28,sushi,28
27,açaí,46
20,açaí,10
7,açaí,34
18,pizza,40
3,prato_feito,14
13,esfirra,6
25,sushi,31
9,sushi,28
11,prato_feito,24
16,prato_feito,30
18,esfirra,35
13,pizza,46
9,açaí,42
29,hambúrguer,8
19,churrasco,50
13,churrasco,46
27,hambúrguer,15
11,esfirra,23
18,churrasco,8
5,churrasco,7
23,sushi,33
3,açaí,34
12,prato_feito,40
22,esfirra,20
12,pastel,5
17,prato_feito,33
17,hambúrguer,17
5,açaí,36
21,prato_feito,36
17,pizza,48
10,esfirra,23
11,esfirra,45
27,hambúrguer,32
1,pizza,44
3,pastel,40
19,churrasco,35
8,hambúrguer,44
3,churrasco,42
8,hambúrguer,24
27,pastel,19
3,açaí,13
9,pastel,23
18,esfirra,13
16,esfirra,18
23,prato_feito,36
9,sushi,27
16,hambúrguer,27
16,pastel,8
30,esfirra,42
1,hambúrguer,20
9,açaí,48
1,pizza,21
16,sushi,32
17,prato_feito,23
23,açaí,11
20,hambúrguer,11
25,pastel,50
8,pizza,14
16,sushi,16
6,pastel,35
3,sushi,37
1,açaí,8
7,churrasco,8
3,esfirra,16
2,pastel,25
21,pizza,5
14,esfirra,39
16,sushi,45
7,churrasco,16
29,pizza,20
9,esfirra,27
6,açaí,37
3,prato_feito,6
17,sushi,17
6,esfirra,28
3,hambúrguer,34
18,pizza,5
2,esfirra,44
9,açaí,22
2,hambúrguer,13
5,pastel,20
7,açaí,34
5,hambúrguer,20
24,churrasco,8
26,hambúrguer,33
21,esfirra,14
29,açaí,44
24,churrasco,12
5,hambúrguer,31
4,prato_feito,50
7,hambúrguer,24
5,prato_feito,13
10,hambúrguer,32
15,esfirra,38
16,sushi,18
15,prato_feito,38
1,hambúrguer,49
8,pastel,8
7,pastel,9
27,prato_feito,26
17,prato_feito,43
3,esfirra,24
23,hambúrguer,47
14,prato_feito,10
21,hambúrguer,31
28,açaí,25
29,pastel,43
20,pizza,13
13,pizza,14
12,açaí,49
4,pastel,19
24,pizza,12
24,hambúrguer,13
15,pastel,14
5,pastel,46
11,sushi,38
21,prato_feito,38
13,churrasco,24
6,pastel,8
23,pizza,46
10,sushi,22
23,pastel,22
1,pastel,36
5,açaí,47
18,sushi,33
8,pastel,8
13,hambúrguer,5
24,sushi,47
19,hambúrguer,5
29,pizza,29
2,açaí,47
27,pastel,46
13,açaí,12
21,sushi,5
27,sushi,25
20,churrasco,45
19,churrasco,24
19,hambúrguer,33
6,prato_feito,5
6,pizza,12
9,churrasco,39
2,esfirra,23
14,prato_feito,19
6,prato_feito,36
10,sushi,30
2,pastel,27
3,açaí,13
11,hambúrguer,20
20,churrasco,10
24,churrasco,19
16,sushi,10
11,hambúrguer,17
30,sushi,26
13,churrasco,29
8,esfirra,6
24,churrasco,29
11,prato_feito,11
19,churrasco,39
3,pizza,22
5,pastel,33
26,sushi,18
2,hambúrguer,6
4,sushi,34
27,esfirra,11
5,prato_feito,14
3,açaí,39
17,hambúrguer,8
29,hambúrguer,39
18,churrasco,44
15,sushi,28
3,açaí,48
27,pizza,25
18,prato_feito,34
15,esfirra,11
17,esfirra,38
7,hambúrguer,19
13,pizza,46
17,sushi,47
30,pastel,33
3,sushi,6
15,açaí,23
7,pizza,19
25,sushi,49
21,prato_feito,22
12,prato_feito,7
23,pizza,35
21,churrasco,34
16,sushi,6
7,açaí,7
6,pizza,45
4,pizza,39
8,hambúrguer,6
9,esfirra,50
29,churrasco,46
10,pastel,13
24,pizza,32
2,esfirra,39
26,sushi,47
15,sushi,9
28,pastel,9
16,churrasco,13
9,pizza,10
27,churrasco,37
23,churrasco,49
9,esfirra,39
14,churrasco,25
20,prato_feito,47
27,esfirra,10
12,sushi,19
19,prato_feito,23
18,hambúrguer,29
4,hambúrguer,7
1,esfirra,38
2,açaí,44
19,pizza,40
4,churrasco,49
2,hambúrguer,13
29,esfirra,45
7,açaí,22
18,pizza,34
4,pastel,29
4,prato_feito,14
16,açaí,24
10,churrasco,48
26,churrasco,25
21,prato_feito,29
5,pizza,49
16,pizza,12
2,esfirra,39
24,hambúrguer,30
3,pastel,41
27,churrasco,16
12,churrasco,36
28,pizza,45
23,churrasco,34
14,esfirra,35
9,sushi,50
20,hambúrguer,16
19,sushi,27
30,prato_feito,48
8,hambúrguer,25
23,pizza,18
19,pastel,8
17,sushi,22
30,esfirra,17
13,prato_feito,39
27,prato_feito,29
8,churrasco,21
5,churrasco,34
30,esfirra,19
27,pastel,8
17,pizza,15
23,hambúrguer,9
19,churrasco,49
7,sushi,46
28,sushi,47
18,sushi,6
24,pastel,45
14,churrasco,5
2,pastel,48
26,pizza,48
24,hambúrguer,25
22,hambúrguer,5
7,pastel,14
27,hambúrguer,22
26,sushi,50
29,prato_feito,12
27,hambúrguer,33
4,pastel,16
11,pastel,12
9,esfirra,21
16,sushi,46
13,sushi,50
22,prato_feito,37
16,churrasco,46
22,hambúrguer,44
28,prato_feito,33
9,sushi,26
30,prato_feito,12
13,churrasco,39
1,esfirra,13
14,esfirra,39
16,pastel,32
19,pastel,7
7,hambúrguer,48
10,esfirra,5
4,churrasco,41
6,churrasco,50
1,hambúrguer,15
29,prato_feito,13
13,churrasco,24
3,pizza,15
26,churrasco,44
1,açaí,6
18,esfirra,5
5,sushi,7
9,esfirra,9
28,churrasco,25
30,esfirra,28
6,prato_feito,44
14,pizza,40
18,pastel,31
10,sushi,5
8,açaí,12
25,pastel,49
5,churrasco,17
29,pizza,30
8,açaí,39
6,açaí,32
5,pizza,33
7,sushi,7
26,esfirra,47
25,esfirra,28
22,esfirra,13
13,pastel,19
6,açaí,17
6,esfirra,10
30,prato_feito,15
2,pizza,30
21,prato_feito,21
11,prato_feito,31
23,hambúrguer,36
2,açaí,45
13,pastel,38
5,esfirra,11
19,esfirra,48
7,pizza,17
29,sushi,45
18,prato_feito,6
12,sushi,18
13,açaí,6
7,sushi,49
6,esfirra,39
17,pizza,26
23,prato_feito,36
13,churrasco,16
26,pizza,15
25,pastel,43
1,esfirra,15
13,hambúrguer,19
30,pizza,37
15,pastel,28
21,pizza,30
17,hambúrguer,23
24,pastel,24
2,prato_feito,40
13,churrasco,47
23,pizza,36
9,prato_feito,44
1,prato_feito,10
20,churrasco,18
29,prato_feito,26
23,pizza,25
30,esfirra,45
18,esfirra,32
3,açaí,48
13,pastel,31
17,açaí,44
14,hambúrguer,37
25,sushi,33
14,esfirra,34
12,pizza,12
16,sushi,46
14,sushi,18
5,esfirra,19
20,hambúrguer,19
2,prato_feito,44
2,churrasco,13
29,sushi,6
23,churrasco,30
1,hambúrguer,30
11,hambúrguer,5
25,hambúrguer,7
20,sushi,11
17,pizza,43
14,pastel,46
9,sushi,10
29,pizza,44
20,pizza,47
22,pastel,13
20,pizza,23
27,churrasco,29
12,sushi,42
4,pizza,34
24,sushi,14
14,pizza,46
21,pastel,29
29,churrasco,16
12,pastel,9
13,churrasco,37
15,pastel,14
3,churrasco,6
10,pizza,14
3,pizza,39
10,hambúrguer,14
21,prato_feito,23
14,hambúrguer,19
7,sushi,7
20,prato_feito,9
22,esfirra,5
24,esfirra,12
6,pizza,50
19,pastel,13
1,açaí,39
5,prato_feito,19
23,esfirra,8
16,esfirra,10
6,hambúrguer,20
9,pastel,17
27,pizza,46
26,prato_feito,42
11,hambúrguer,40
22,hambúrguer,47
8,hambúrguer,26
1,churrasco,19
13,esfirra,26
30,sushi,36
11,açaí,31
19,pastel,5
8,pastel,45
25,sushi,40
25,açaí,34
9,açaí,23
19,esfirra,46
16,açaí,18
18,esfirra,37
12,sushi,6
26,sushi,20
27,prato_feito,17
1,pizza,10
6,prato_feito,20
16,pastel,30
13,hambúrguer,7
17,sushi,38
25,churrasco,13
2,hambúrguer,44
24,prato_feito,36
26,sushi,25
27,esfirra,41
5,churrasco,23
23,açaí,15
21,churrasco,39
25,prato_feito,42
1,pizza,27
11,prato_feito,12
21,esfirra,26
11,churrasco,16
